(мате)|10010289|no|common||elasticsearch|--context-subject="мате" --query="мате"|presets/bucket_602|preset=10010289|()
(туфли каприз)|10029786|no|common||elasticsearch|--context-subject="туфли" --query="туфли каприз"|presets/bucket_312|preset=10029786|()
(трапеция)||no|common||menu_item||skirts|subject=38|()
(матрас intex)|10030216|no|common||elasticsearch|--context-brand="intex" --query="матрас intex"|presets/bucket_15|preset=10030216|()
(эко товары)|10031162|no|common||elasticsearch|--query="эко товары"|presets/bucket_440|preset=10031162|()
(зеркало напольные)|10012976|no|common||elasticsearch|--context-subject="напольный зеркало" --query="зеркало напольные"|presets/bucket_507|preset=10012976|()
(трусики pampers)||no|common||||brands/p|brand=6398&subject=814&f54383=61656|()
(валенки на подошве мужские)|10031818|no|common||elasticsearch|--context-subject="валенки" --query="валенки на подошве мужские"|presets/bucket_695|preset=10031818|()
(внешний жесткий диск 1tb)||no|common||menu_item||electronic4|subject=982&ext=210349|()
(рубашка мужская твое)|10031962|no|common||elasticsearch|--context-brand="твое" --context-subject="рубашка" --query="рубашка мужская твое"|presets/bucket_352|preset=10031962|()
(карго женские)||no|common||kind_item||pants|subject=11&ext=91712&kind=0;2|()
(кроссовки fila обувь)|1107|no|common||elasticsearch|--context-subject="кроссовки" --query="жен кроссовки фила"|presets/bucket_273|preset=1107|()
(фото обои)|10032731|no|common||elasticsearch|--query="фото обои"|presets/bucket_333|preset=10032731|()
(джинсовая куртка одежда)|10032808|no|common||elasticsearch|--context-subject="куртка" --query="джинсовая куртка одежда"|presets/bucket_299|preset=10032808|()
